-7.517816618425178510e-02 1.666469780960215617e-03 1.167824006658175692e-02 -3.095633697755250519e-02 -1.996322669447401221e-01 -1.724730018245411722e-01
-8.539742184637122424e-02 -1.309333721154112319e-03 2.219235721897116695e-02 4.000533633624007157e-01 1.095873911752144048e-01 -1.653988735367866170e-01
2.985911083486041812e-02 1.843330456208040063e-02 9.671964806164641548e-02 4.824653780783554058e-02 -2.860515552092436908e-01 -3.364572882989199099e-01
3.998557859907160561e-02 1.168266771018614729e-04 4.969260770852209075e-01 2.942806824630445073e-02 -2.570826000990307225e-01 -2.523790805475686350e-01
5.434220306645818482e-02 3.616898865983315340e-03 3.938167182251156237e-03 2.106683451981516617e-02 -2.668125229899936945e-01 -2.242943503695389862e-01
-6.928823569958990347e-02 -8.237810076758209088e-03 -8.560990348395086658e-02 -9.910919936122308815e-02 5.168648665136750531e-02 -1.040759506245073351e-01
-3.617023517085986295e-02 1.299625165768102629e-02 -3.954577653111233104e-01 -1.310290234079700654e-02 6.831239149188236826e-02 -8.794975210320699066e-02
4.425325812840092549e-02 2.869627787088939799e-02 7.194294739415615925e-02 1.939673032163095542e-02 -2.279718308445132513e-01 -1.462751360960313496e-01
-2.624290811280452496e-02 5.957143204249572797e-03 -3.640622353386190890e-01 -4.466170614865263080e-03 -1.213573528967208104e-01 -1.925498533981946370e-01
1.362546987524864382e-02 3.580697784821339213e-02 -2.272747771608003148e-02 1.275047447655136123e-03 1.003470697071854323e-01 -1.275455741375078889e-01
-8.124435418009454124e-02 6.742102841362833388e-02 1.617507454758071173e-01 6.568374500696494422e-02 1.851464781608048449e-01 6.688580495821840888e-01
1.149837943092648362e-01 4.773143910032144784e-03 7.104298880696661156e-01 5.419015364306958155e-02 2.395710027215736948e-01 -1.928025813177912107e-01
-6.886375830976779189e-02 -6.900867204993199264e-03 -3.556252292093824152e-02 -1.461560604730736956e-01 1.117091044885040463e-01 -1.845364618849877347e-01
-3.258306496889619430e-02 7.411497248665857400e-03 -4.439248524314035049e-01 -2.094383177327864207e-02 -1.286988045637214861e-01 -1.618776454655705688e-01
1.067693235197425539e-01 -8.724113359476204366e-03 -1.141375976904243777e-01 -1.607143232760920859e-01 9.739225438144125113e-02 2.767390923500605004e-01
5.858670537617068769e-02 -1.013944361760805643e-02 -1.440050075964702803e-01 -1.598804906204976950e-01 5.112903487989155227e-02 5.305101749955631885e-02
-7.147533152743097695e-02 -1.176146589669127725e-02 -7.877761402173213967e-02 -1.475277966111323003e-01 8.526034109299523989e-02 3.871027060241271078e-01
7.457578377195114849e-02 -7.656737987205150357e-03 8.050599130692240868e-01 -1.622440093157793278e-02 2.256437900483273806e-01 -1.020405175304513537e-02
2.922676058046890651e-02 3.957521889493749792e-03 -3.048547899244072878e-01 -1.252378826957106783e-02 -6.842249656997514973e-02 -7.318160105680046601e-02
1.934178238452942400e-01 1.120573851765105725e-02 1.361843945017976898e+00 9.168020061231466067e-02 3.219900296803208661e-01 8.735665275897659399e-01
-7.708570495965258451e-02 -1.367112545630064235e-02 -1.635122010233690248e-02 1.667979162743988275e-01 1.741201887381597646e-01 -1.362470561609076536e-01
-5.588285218493780487e-02 1.474196475877718494e-02 -6.408618426103667165e-01 -8.391617091394652783e-03 8.750658565284542834e-02 2.384333751898646270e-01
4.352062326805538478e-02 2.640175636518362137e-03 -4.829557953047046714e-01 -2.007037909650632654e-02 7.935370933480125066e-02 -1.012193534598552908e-01
8.399476364883887158e-02 -4.167885895087310340e-03 4.012999025625648142e-01 1.809815820575776668e-01 2.174249608125093103e-01 -1.979686006091483930e-01
8.314531536246690113e-02 2.409872723568436906e-03 3.638601300346606254e-02 2.115061888287770309e-01 -2.796468676625618686e-03 -2.301811253707261307e-01
-5.083174707764215317e-02 1.374072949129140299e-04 -4.622582061476361581e-02 -1.244914939238897650e-01 5.556934754207617372e-02 -9.596921215687641282e-02
