2.958390480871395112e-02 -7.256405326214641904e-02 -2.729730328539985845e-02 -1.584908835863785975e-02
2.319569742852308630e-02 5.293715086420928279e-02 1.233331033168331113e-02 -2.959045026850260635e-02
-1.486624976805629716e-01 6.458265432610546530e-02 -3.306446222733101792e-02 -3.044946856306183364e-02
2.026566435710251343e-02 5.354939493837116565e-02 3.658749649796709698e-03 -3.518478810798503914e-02
-4.325489829511990070e-02 -6.363676390261552296e-02 -1.083321256989965356e-02 -1.366956059706927497e-02
2.656615331002680838e-02 6.120747057663091656e-02 2.919254721960584664e-02 -3.087505823327123949e-02
2.060441442536712839e-02 -1.305664481014796596e-01 -7.604155276108871472e-03 -1.207035608737716016e-02
-1.107211470836869244e-01 4.791539750812959936e-02 -9.496714354504973837e-03 -2.310822164325411487e-02
4.034829665539817201e-02 9.521895343281941426e-02 -3.744790156566193962e-02 -1.411719373314496671e-02
-3.819533330518360553e-02 -1.220849886524264100e-01 1.186613709740847421e-02 -1.172851342213131198e-02
1.895242695659388882e-02 7.162867580804738177e-02 -8.285361164108705212e-02 -1.326481264390826365e-01
-5.571295645126510265e-02 -8.144209443436854767e-02 -1.467363244050699789e-02 -1.723257028128493545e-02
-9.149921553813503833e-03 -4.757733077378310804e-02 -1.418105511440114971e-02 2.431495621994960582e-02
-4.620511513943544035e-02 -5.340658223525614895e-02 -5.808868523409365346e-03 -1.043569752468338774e-02
-3.501137067952835025e-02 -1.745451296196377233e-01 -1.365898813286025096e-02 3.146852521203373498e-02
3.815770558602357698e-02 8.345276191670189525e-02 9.787457736821811305e-03 -1.844242187172749972e-02
8.269583812380663229e-04 -1.840016477208754608e-01 1.656481740177839085e-02 -1.110013670732989434e-02
3.450328949876704972e-03 9.480098837576259041e-02 1.101856636807904341e-02 -4.652188241900283988e-02
-1.393084653888677638e-01 6.238719847421982795e-02 -2.409221028951897756e-02 -3.238409503038695847e-02
-9.693472609596742728e-02 4.859877724204016147e-02 -3.240883740899040862e-03 -2.886970478212023267e-02
3.261318213244862596e-02 8.367586699400615668e-02 9.303733147132394604e-03 -3.498676407820563994e-02
3.501230283137098109e-02 7.638145586723624203e-02 2.922462204544634679e-02 -1.648814549857142639e-02
-4.138943930199683041e-02 -6.119389136116763772e-02 -9.367174584502691720e-03 -1.089132112780699831e-02
-2.916947423672444639e-02 -3.898648542441009862e-02 -1.686404659797658551e-02 -1.121150279826604521e-02
4.219356346006180453e-02 -8.992786419759216110e-02 -1.362925588035146171e-02 -5.576757810647804681e-02
2.113544525447385095e-02 5.369862496144421626e-02 1.232732479548694603e-02 -3.109300743831159425e-02
4.673130775436378469e-03 -1.232513203029365345e-01 -3.653951485532863641e-02 -3.314938928169031129e-02
-3.912534181238240538e-02 -5.956844278628635470e-02 -9.271768389162271529e-03 -1.231195399700763839e-02
4.218838171197863973e-02 1.436710669083620176e-02 9.874251360432134347e-03 2.222832484348583743e-02
6.913396347177278023e-02 -3.456228303646040334e-02 -8.605115204756045438e-03 5.413484997112418678e-02
-4.460303923052140679e-04 -1.626901054958049819e-01 1.988632681574014835e-02 6.832450835401943263e-03
3.729445337869217308e-02 8.626301918655927825e-02 2.168903591642753342e-02 -3.164906553878583939e-02
8.261760610133297988e-02 1.572788801105324263e-01 7.664779818544499579e-02 2.457356912591347059e-03
5.844745826455435139e-02 1.487734226296854312e-01 7.040134195933666836e-03 -1.177136390554049152e-02
-1.442910635298614852e-01 1.355340226856014130e-01 4.169658788480578269e-03 8.567361993322999969e-02
6.797076137977339783e-02 1.967445186502681659e-02 9.951907075470224975e-03 2.206493182852376986e-02
-2.086261996374869435e-02 -8.722289394391080641e-02 -9.325953656939525022e-03 -1.715402448770927263e-02
-2.839816555306321627e-02 -1.263225460218973528e-01 8.223086637332498519e-03 -2.711397615714805469e-03
-1.317769960887829085e-02 -5.082147570700161487e-02 1.732183214431821591e-02 1.503597713943686034e-02
3.842691190534248957e-02 7.613048388829092572e-02 -4.568449646779131762e-02 -4.220494102094997368e-02
-5.664156073566693761e-02 1.545974710327955304e-01 4.644745030810476169e-03 9.708175088502916938e-02
3.979956892324345435e-02 4.892224359244185319e-03 -8.486386778265585934e-03 4.663856655001914070e-02
-4.232030576188240798e-04 -8.417575604448510398e-03 -2.508185258724118533e-03 4.446830521069271985e-02
-9.702930265618813638e-03 -2.001245600823013324e-02 1.300803058449089521e-02 7.723610868665889417e-02
2.539742929366418586e-02 6.276173614442952242e-02 7.703478605580964646e-04 -3.189672992153543690e-02
2.235943809585896197e-02 6.712228656132393501e-02 3.845508200652188874e-02 -3.298645204132796827e-02
3.952858679290419119e-02 8.338457625162185027e-02 -6.228740673060139711e-03 -1.986186759025190471e-02
-6.768358772777643972e-02 4.612772924317386919e-02 -1.344433059933842697e-02 -1.856740724294856509e-02
-2.121691321536438649e-02 -1.299535585308035923e-01 1.823683661771309528e-02 -8.813323239987926744e-03
